ID,Name,Category1,Category,Currency,Deadline,Goal,Launched,Pledged2,Outcome,Backers,Country,USDPledged1,Pledged,GoalReal,Duration
1009038481,Food Prep Made Easy,Food,Food,USD,2017,50000,2017,155,Failed,5,US,20,155,50000,30
1009041597,3D Bean™ | Lifelike Fine 3D Photo Figurines of Yourself,3D Printing,Technology,USD,2014,20000,2014,13020,Failed,40,US,13020,13020,20000,60
1009045070,Senior Thesis TV show Take the Money & Run (working Title),Television,Film & Video,USD,2016,800,2016,0,Failed,0,US,0,0,800,30
1009058925,Workshop Development Fund,Theater,Theater,USD,2010,1200,2010,245,Failed,10,US,245,245,1200,36
1009060415,Lalin Publishing project,Fiction,Publishing,USD,2015,1500,2015,0,Failed,0,US,0,0,1500,30
1009066950,My Parents Approve,Hip-Hop,Music,USD,2013,15000,2013,0,Failed,0,US,0,0,15000,30
1009083517,PediPocket: The Pinnacle of the Throw Blanket Experience!,Design,Design,USD,2017,65000,2017,1628,Failed,21,US,1384,1628,65000,45
1009083559,Deck of custom BICYCLE  playing cards:  Mr. BIG,Tabletop Games,Games,GBP,2013,10000,2013,877,Failed,77,GB,1402,1427,16270,30
1009084474,Motorpets,Games,Games,USD,2015,7000,2015,1170,Failed,17,US,1170,1170,7000,60
1009098550,"Tri-Pack: Light Backpack, Sleeping Bag, and Pillow in One!",Product Design,Design,USD,2017,55000,2017,354,Cancelled,4,US,249,354,55000,30
1009107346,BRAND NEW GUYVER ALBUM Alien on Earth + Extras,Electronic Music,Music,GBP,2017,10000,2017,11727,Successful,255,GB,2750,14255,12156,45
1009109244,Penny Horrors,Webseries,Film & Video,USD,2013,22000,2013,16333,Failed,195,US,16333,16333,22000,30
1009111005,Project VOID,Games,Games,EUR,2015,500,2015,2,Failed,2,NL,2,2,568,30
1009126956,Release Costs For New Album!,Rock,Music,USD,2016,1000,2016,1,Failed,1,US,0,1,1000,18
1009135169,Taiwan is My Home: Stories of the Black and Latino Diaspora,Nonfiction,Publishing,USD,2013,5000,2013,6251,Successful,83,US,6251,6251,5000,29
1009138334,The Adventure of SEAWAY - A Short Film,Film & Video,Film & Video,USD,2014,4000,2014,4126,Successful,44,US,4126,4126,4000,28
1009139925,Modern Blank Canvas Masterpieces,Art,Art,USD,2014,10000,2014,0,Failed,0,US,0,0,10000,30
1009143503,The MATWORLD Show- Atlantic City Talk Radio With Passion,Audio,Journalism,USD,2016,12500,2016,126,Failed,3,US,126,126,12500,30
1009148508,FALLING TO PIECES : A Short Film Comedy about Grief,Shorts,Film & Video,USD,2014,25000,2014,25769,Successful,231,US,25769,25769,25000,30
1009163954,The Jewel Tree,Product Design,Design,USD,2015,7000,2015,7338,Successful,149,US,7338,7338,7000,30
1009165923,The Garage wall of fame (Canceled),DIY,Crafts,USD,2014,500,2014,0,Cancelled,0,US,0,0,500,30
1009171427,The Enchanted Forest,Performances,Dance,USD,2015,1000,2015,1195,Successful,39,US,1195,1195,1000,30
1009173491,Un toit entre nous et le ciel,Children's Books,Publishing,EUR,2017,650,2017,971,Successful,36,FR,118,1154,773,15
1009175601,Parametric Ceiling Object Tool for ARCHICAD,Apps,Technology,AUD,2016,10150,2016,11560,Successful,31,AU,5497,8690,7630,30
1009175761,Wayfarers All,Country & Folk,Music,GBP,2015,3500,2015,3535,Successful,45,GB,5377,5271,5219,34
1009180713,One Year Sentence,Shorts,Film & Video,USD,2014,1500,2013,1575,Successful,25,US,1575,1575,1500,32
1009193562,Human Trial - Short Film,Drama,Film & Video,USD,2017,12000,2017,0,Failed,0,US,0,0,12000,30
1009193965,Popcorn Expressionism,Art,Art,USD,2015,7500,2015,48,Failed,2,US,48,48,7500,57
1009203813,Noble Beast Classics — Creating Interactive Literature,Fiction,Publishing,USD,2013,67000,2013,5166,Failed,151,US,5166,5166,67000,29
1009207392,M?ori Weaving with Erenora Puketapu-Hetet,Art Books,Publishing,NZD,2016,10000,2016,11416,Successful,128,NZ,1967,8178,7164,15
1009210646,"Insurance Snoopers, Inc. (iSi)",Software,Technology,USD,2014,4400,2014,4502,Successful,32,US,4502,4502,4400,60
1009213249,TheChildishGamerz: YouTube Gaming Channel (Equipment),Video Games,Games,GBP,2014,80,2014,100,Successful,4,GB,167,166,133,20
1009213409,The Carcass: Exodus,Tabletop Games,Games,USD,2016,1000,2016,15806,Successful,376,US,15806,15806,1000,30
1009216009,Mana Cookies...the stuff magic is made of!,Food,Food,USD,2013,3300,2013,5185,Successful,71,US,5185,5185,3300,30
1009216125,Jinxed Amethyst,Crafts,Crafts,USD,2015,5000,2015,0,Failed,0,US,0,0,5000,30
1009216959,Happy's Tech Lab,Video Games,Games,USD,2016,2000,2016,660,Failed,18,US,660,660,2000,30
1009221859,Zombie Novel      Breakout Z- Virus in Beijing,Fiction,Publishing,GBP,2015,500,2015,150,Failed,9,GB,229,234,781,30
1009229049,Carolyn German Songbook Go From Here Sheet Music & Concert,Musical,Theater,USD,2014,7000,2014,4176,Failed,24,US,4176,4176,7000,21
1009229949,JAWNS Notebook + Wallet,Product Design,Design,USD,2015,6200,2015,9748,Successful,271,US,9748,9748,6200,30
1009243994,Scenes of Chance II Miniature Edition,Tabletop Games,Games,USD,2015,600,2015,1651,Successful,106,US,1651,1651,600,9
1009252368,EKRt : Explanation Kills RRt A Tshirt Line © (Canceled),Apparel,Fashion,USD,2015,5000,2015,100,Cancelled,1,US,100,100,5000,30
1009253715,A Single Ride,Dance,Dance,USD,2012,6000,2012,6710,Successful,84,US,6710,6710,6000,25
1009256578,Banana Dads,Digital Art,Art,SEK,2015,430,2015,807,Successful,22,SE,93,97,52,25
1009260867,"Rude Story Cards. An easy, fun & outrageous party card game",Tabletop Games,Games,CAD,2016,100,2016,121,Cancelled,4,CA,166,92,76,60
1009262683,Just Cotton,Apparel,Fashion,USD,2014,6000,2014,59,Failed,5,US,59,59,6000,30
1009271436,The Modern Maker Pattern Manual: 1580-1640,Academic,Publishing,USD,2015,10000,2015,50653,Successful,719,US,50653,50653,10000,40
1009283425,MissWickedGoat Art,Illustration,Art,AUD,2017,1000,2017,320,Failed,5,AU,4,242,757,31
1009296511,Batman Fan Film: Wayne,Action,Film & Video,USD,2015,5000,2015,137,Failed,5,US,137,137,5000,45
1009297530,Tokens: A Short Film,Narrative Film,Film & Video,USD,2012,7500,2012,9186,Successful,114,US,9186,9186,7500,35
1009316604,The 2016 Drag Show: Welcome to Burlesque (Canceled),Theater,Theater,USD,2016,500,2016,20,Cancelled,1,US,20,20,500,9
1009317190,French Cuisine; A Traditional Experience,Cookbooks,Food,USD,2014,13730,2014,3984,Failed,46,US,3984,3984,13730,30
1009327162,FAITH: The Sci-Fi RPG Core Book and miniatures,Tabletop Games,Games,EUR,2017,41034,2017,70578,Successful,687,ES,34873,75504,43898,30
1009333717,AraPacis album 5 - System Deceive,Metal,Music,CAD,2015,500,2015,577,Successful,16,CA,480,445,385,60
1009336170,"God, Fashion, Baking, and DIY Youtube Channel",Webseries,Film & Video,USD,2015,500,2015,0,Failed,0,US,0,0,500,30
1009339859,Stone Teeth,Documentary,Film & Video,USD,2012,10000,2012,766,Failed,13,US,766,766,10000,40
1009343442,Apocalypse - Illustration project,Illustration,Art,CAD,2014,800,2014,0,Failed,0,CA,0,0,734,35
1009347869,Mobile Excellence Awards (Canceled),Web,Technology,USD,2016,10000,2015,300,Cancelled,1,US,300,300,10000,50
1009358886,Cookie Bake Sale for College Classes!,Small Batch,Food,USD,2017,600,2017,631,Successful,14,US,67,631,600,30
1009359658,Stylizer Vsti Virtual Music Arranger,Software,Technology,CAD,2014,35000,2014,1380,Failed,13,CA,1242,1250,31709,60
1009366663,The Black Coat: The Blackest Dye,Comics,Comics,USD,2013,16500,2012,17332,Successful,292,US,17332,17332,16500,34
1009369767,Wild Kingdom Playing Cards,Playing Cards,Games,USD,2016,3850,2016,9516,Successful,326,US,4403,9516,3850,31
1009375927,Everyone in the World is Special but You,Children's Books,Publishing,USD,2013,4000,2013,579,Failed,18,US,579,579,4000,31
1009381526,Pokeman,Playing Cards,Games,USD,2017,100,2017,0,Failed,0,US,0,0,100,30
1009384630,Let's launch a Pink Crush cakery stand!,Food,Food,USD,2010,545,2010,641,Successful,28,US,641,641,545,43
1009396068,Sugar Mill,Restaurants,Food,USD,2015,30000,2015,111,Failed,1,US,111,111,30000,60
1009397068,Open Source 5 axis CNC Router & Plasma Machine Plans 5'x10',Technology,Technology,USD,2011,16500,2011,2072,Failed,66,US,2072,2072,16500,41
1009402357,LIBRE: fragments de communautés isolées de la Roumanie,Documentary,Film & Video,CAD,2015,5000,2014,5062,Successful,66,CA,4485,4206,4155,46
1009420367,Save Kerry Lyn Dalton from Death Row,Documentary,Film & Video,USD,2013,40000,2013,60,Failed,2,US,60,60,40000,30
1009431073,Lift the Wings (Short Film) (Canceled),Shorts,Film & Video,USD,2013,250,2013,0,Cancelled,0,US,0,0,250,24
1009444538,Help Support Lime Hollow's Forest Preschool,Mixed Media,Art,USD,2015,1000,2015,1240,Successful,32,US,1240,1240,1000,30
1009461870,"Bookends: Vol. 1, 2, 3",Rock,Music,USD,2014,3500,2014,5511,Successful,59,US,5511,5511,3500,30
1009463663,Seven Channel Graphic Equalizer Breakout Board for Arduino,DIY Electronics,Technology,USD,2014,1000,2014,2780,Successful,120,US,2780,2780,1000,28
1009469309,MAN ON THE MOON exhibit at Space Center Houston,Photography,Photography,USD,2012,30000,2012,10896,Failed,171,US,10896,10896,30000,30
1009472602,AlphaCor Athletics (Canceled),Apparel,Fashion,USD,2016,10000,2016,0,Cancelled,0,US,0,0,10000,61
1009489171,"Edge Goalkeeping, a new approach to goalkeeper gloves",Wearables,Technology,CAD,2015,2500,2015,346,Failed,8,CA,271,273,1974,19
1009491514,"Sarah's War, New Theatre on Americans and the Middle East",Theater,Theater,USD,2011,12500,2011,2475,Failed,42,US,2475,2475,12500,58
1009505053,The United States of Autism,Documentary,Film & Video,USD,2012,10000,2012,10550,Successful,199,US,10550,10550,10000,60
1009517189,JumpDrum: A Whole New Way To Play The Drums!,Product Design,Design,USD,2017,37500,2017,6399,Failed,39,US,1225,6399,37500,30
1009522080,FlowlocoProductions,Hip-Hop,Music,CAD,2014,3000,2014,0,Failed,0,CA,0,0,2632,30
1009528252,Shape of the World,Video Games,Games,CAD,2015,75000,2015,79368,Successful,1198,CA,63729,63080,59609,30
1009528648,Mindblown Life,Video Games,Games,USD,2012,60000,2012,77522,Successful,695,US,77522,77522,60000,31
1009554564,Eden vs The Baby - A Children's book,Children's Books,Publishing,USD,2016,6200,2016,6569,Successful,118,US,413,6569,6200,30
1009555021,Rainbow Warriors Legend LED light installation New Mexico,Art,Art,USD,2013,25000,2013,26477,Successful,133,US,26477,26477,25000,30
1009557852,A year's worth of art - one day at a time,Art,Art,USD,2013,7000,2013,105,Failed,2,US,105,105,7000,27
1009566520,Launch the tour of Generation 9/11: So Far / So Close,Theater,Theater,USD,2011,5000,2011,6025,Successful,83,US,6025,6025,5000,30
1009575883,Autos a Escala: The Artbook,Art Books,Publishing,GBP,2016,8200,2016,1181,Failed,30,GB,1704,1569,10892,45
1009576558,Let's Put the Beef back in Beef Jerky!,Food,Food,USD,2012,2000,2012,381,Failed,13,US,381,381,2000,30
1009595907,Bohemian-Inspired and Modern Plus Size Clothes Sizes 14 - 30,Ready-to-wear,Fashion,USD,2017,18000,2016,18033,Successful,116,US,5902,18033,18000,35
1009612119,Metal Gear Solid: A History,Video Games,Games,GBP,2017,300,2017,0,Failed,0,GB,0,0,386,30
1009612408,BBQ ASAP Creative Kitchen for Customers & Students Alike,Food,Food,USD,2013,29000,2013,670,Failed,15,US,670,670,29000,36
1009612464,Lady of Drith (A Steampunk and Fantasy YA Novel),Young Adult,Publishing,USD,2016,1000,2016,251,Failed,9,US,251,251,1000,30
1009617891,JURNS - Showcasing the Next Generation of Scientists,Periodicals,Publishing,USD,2015,1000,2015,80,Cancelled,1,US,80,80,1000,60
1009620717,Tale Of Tails,Publishing,Publishing,USD,2015,1,2015,0,Failed,0,US,0,0,1,30
1009637307,Rob Muzick's Debut Album Play It Cool,Music,Music,USD,2013,2500,2013,3450,Successful,39,US,3450,3450,2500,30
1009637899,"Hoping To Get Support For My First EP, Above & Beyond",Electronic Music,Music,USD,2016,5000,2016,0,Cancelled,0,US,0,0,5000,40
1009639028,Modern Holiday Children's Clothing by pupikdesign,Fashion,Fashion,USD,2012,6000,2012,61,Failed,2,US,61,61,6000,31
1009639152,The Art of PHP and MySQL Programming,Software,Technology,USD,2015,3000,2015,435,Failed,21,US,435,435,3000,30
1009660627,Tiem,Thrillers,Film & Video,USD,2016,16500,2016,251,Failed,3,US,0,251,16500,32
1009660880,Project O - Concept Watch O1 by Matthieu Keller,Product Design,Design,EUR,2016,25000,2016,8738,Failed,31,FR,9477,9856,28198,45
1009668749,Rezzimax® TUNER,Technology,Technology,USD,2017,10000,2017,126838,Successful,609,US,26681,126838,10000,30
1009678350,Dedication,Film & Video,Film & Video,USD,2017,1000,2017,0,Failed,0,US,0,0,1000,60
1009696636,SUPER HERO  WEB SERIES - ALLEGIANCE OF POWERS,Webseries,Film & Video,USD,2012,500,2012,510,Successful,4,US,510,510,500,15
1009699318,Wheelchair/walker totes for nursing home residents,Crafts,Crafts,USD,2014,1000,2014,51,Failed,3,US,51,51,1000,22
1009705968,New Music for Worship by Tangled Blue,Music,Music,USD,2010,7000,2010,7060,Successful,38,US,7060,7060,7000,40
1009711955,Bicycle Classic Monsters Playing Cards,Playing Cards,Games,USD,2014,7500,2014,9878,Successful,384,US,9878,9878,7500,30
1009713929,Grump's Quest,Video Games,Games,GBP,2013,450000,2013,15800,Failed,40,GB,24007,24086,685997,30
1009722014,Vigilance,Comic Books,Comics,USD,2017,3000,2016,11,Failed,2,US,0,11,3000,30
1009723143,HONK NYC! 2016,World Music,Music,USD,2016,8000,2016,8016,Successful,119,US,462,8016,8000,22
1009734006,Autant de Montréalais,Fine Art,Photography,CAD,2017,10000,2017,10,Failed,1,CA,0,7,7395,60
1009735459,Sushi-go,Restaurants,Food,USD,2015,300000,2015,1,Failed,1,US,1,1,300000,30
1009736956,Wagnetic Leash,Product Design,Design,USD,2017,20000,2017,72,Cancelled,2,US,72,72,20000,30
1009738552,LD West® Innovation-Driven Style for Modern Men & Women,Accessories,Fashion,CAD,2016,15000,2016,3881,Failed,30,CA,295,2917,11276,31
1009749695,MyCubeSat.com,Space Exploration,Technology,USD,2015,100,2015,135,Successful,6,US,135,135,100,30
1009757842,Insight,Shorts,Film & Video,GBP,2013,1000,2013,1149,Successful,20,GB,1727,1753,1526,31
1009771343,CupShield. Spill proof your cup,Drinks,Food,CAD,2017,59000,2016,170,Failed,6,CA,69,129,44898,30
1009783855,Project green to the mainstream,Crafts,Crafts,USD,2012,20000,2012,25,Failed,1,US,25,25,20000,30
1009787158,This Complete Breakfast of the Gods - the trade collection!,Comics,Comics,USD,2010,2000,2010,2443,Successful,43,US,2443,2443,2000,64
1009789780,Exit Disclaimer: Science and Fiction Ahead,Dance,Dance,USD,2012,5000,2012,5275,Successful,68,US,5275,5275,5000,30
1009802597,The Wishing Horse,Shorts,Film & Video,GBP,2013,200,2012,335,Successful,22,GB,545,537,320,14
1009805691,Spread recovery awareness to schools nationally,Young Adult,Publishing,USD,2014,7500,2014,0,Failed,0,US,0,0,7500,30
1009808881,Sweatpants That Look Like Dress Slacks: The Stealth Pant,Apparel,Fashion,HKD,2017,200000,2017,376429,Successful,443,HK,6143,48443,25738,60
1009809110,Objects,Software,Technology,USD,2013,20000,2013,280,Failed,14,US,280,280,20000,30
1009809497,"The dime-sized FemtoBeacon - Wireless IMU, ARM Cortex M0+",Hardware,Technology,USD,2015,500,2015,3801,Successful,37,US,3801,3801,500,30
1009810000,Unboard Numerica III - Ritual Virtuel,Performance Art,Art,CAD,2014,500,2014,0,Failed,0,CA,0,0,454,20
1009813249,The Tale of Tales,Theater,Theater,GBP,2013,3500,2013,10,Failed,1,GB,15,16,5444,30
1009826917,Reality Gaming (Canceled),Live Games,Games,USD,2015,485000,2015,0,Cancelled,0,US,0,0,485000,30
1009837905,Titanium Tweezers - World's Best ...Guaranteed!,Design,Design,NZD,2016,4990,2016,147399,Successful,1366,NZ,101074,99252,3360,30
1009838790,EP Production Expenses,Music,Music,USD,2012,750,2012,750,Successful,9,US,750,750,750,44
1009840007,#SaveThePrevia,Film & Video,Film & Video,SEK,2017,350000,2017,0,Failed,0,SE,0,0,40140,35
1009851439,Tradition is a Temple: a motion picture of New Orleans music,Shorts,Film & Video,USD,2011,30650,2010,30752,Successful,287,US,30752,30752,30650,90
1009851957,University of Louisville NASA Student Launch 2013-2014,Technology,Technology,USD,2014,1500,2014,2313,Successful,60,US,2313,2313,1500,30
1009852492,HARP Sounding Rocket,Hardware,Technology,USD,2012,75000,2011,280,Failed,9,US,280,280,75000,60
1009854400,Written on Ice / Escrito sobre Hielo,Conceptual Art,Art,MXN,2017,2500,2016,8680,Successful,22,MX,129,408,118,32
1009854834,DESIGNER Diva / Why buy when you can rent a Designer Dress,Couture,Fashion,USD,2015,150000,2015,0,Cancelled,0,US,0,0,150000,46
1009859288,Cheaper Than Therapy,Art Books,Publishing,USD,2016,1200,2016,70,Failed,5,US,70,70,1200,30
1009868211,For Members Only,Dance,Dance,USD,2012,4000,2012,4028,Successful,53,US,4028,4028,4000,58
1009872058,The Chap MINI...The REFILLABLE Lip Balm Tube and Holder,Design,Design,USD,2017,500,2017,603,Successful,25,US,384,603,500,30
1009887173,DEAD SYNCHRONICITY: TCT - A dark point and click adventure,Video Games,Games,USD,2014,45000,2014,51502,Successful,1606,US,51502,51502,45000,31
1009892642,Pro Tabletop Gaming Audio Collection,Tabletop Games,Games,USD,2013,25000,2013,32007,Successful,426,US,32007,32007,25000,36
1009893949,"Kool Cable, All-in-one computer cable",Product Design,Design,USD,2012,15000,2012,4,Failed,4,US,4,4,15000,30
1009900942,Lets bring fun to classroom and at home,Mobile Games,Games,AUD,2015,35000,2015,4,Failed,2,AU,3,3,25579,30
1009903557,Meet the Filmmakers of Forged As Their Movie Screens,Narrative Film,Film & Video,USD,2011,2500,2011,0,Failed,0,US,0,0,2500,20
1009920640,Sewing Studio,Crafts,Crafts,USD,2017,14440,2017,67,Cancelled,3,US,38,67,14440,40
1009930823,Gluten free bakery and vegan ice cream shop,Vegan,Food,EUR,2016,40000,2016,1,Failed,1,ES,0,1,41756,30
1009936273,The Final Action of Ananias,Comedy,Film & Video,USD,2016,300,2016,426,Successful,8,US,426,426,300,10
1009942915,Pedestal Footwear: The Future of Performance Training.,Footwear,Fashion,USD,2016,10000,2016,79949,Successful,1511,US,6325,79949,10000,31
1009947936,Joseph Aaskov 2012 Tour,Country & Folk,Music,USD,2012,2500,2012,4305,Successful,59,US,4305,4305,2500,35
1009961099,Let's improve MR-CUP.COM . your source of inspiration,Graphic Design,Design,EUR,2017,8000,2017,8133,Successful,101,FR,253,9730,9570,37
1009962856,Flip 52 - playing cards with get to know you questions,Product Design,Design,USD,2013,1000,2013,2002,Successful,166,US,2002,2002,1000,30
1009968680,Wreck - Space Wars,Tabletop Games,Games,GBP,2014,5200,2014,43,Failed,5,GB,74,72,8679,30
1009986728,The Shadow Among the Light - A Short Film,Shorts,Film & Video,GBP,2015,2000,2015,0,Failed,0,GB,0,0,3085,30
1010018624,The Creation Station Open Source CNC Router,Fabrication Tools,Technology,USD,2014,80000,2014,150986,Successful,202,US,150986,150986,80000,33
1010025177,David and his Dog : a graphic novel of adventure and mystery,Fiction,Publishing,GBP,2015,7500,2015,0,Failed,0,GB,0,0,10943,15
1010043252,Disciples Dark,Tabletop Games,Games,GBP,2016,10000,2016,705,Failed,20,GB,486,928,13167,45
1010046428,A Message for This Land: Help Fight Addiction through Music,Electronic Music,Music,USD,2016,20000,2016,5796,Failed,74,US,3850,5796,20000,30
1010049830,Grow Your Own World (Canceled),Nonfiction,Publishing,USD,2013,6500,2013,60,Cancelled,2,US,60,60,6500,30
1010084894,The WaterSwitch™ - Water Damage Prevention and Conservation,Technology,Technology,USD,2013,100000,2013,1892,Failed,5,US,1892,1892,100000,30
1010093582,The Collection-A daring new experience of illusion & theatre,Theater,Theater,USD,2012,5000,2012,5360,Successful,96,US,5360,5360,5000,26
1010094776,"Move over Kale, Moringa is Here!",Drinks,Food,USD,2014,30000,2014,3575,Failed,22,US,3575,3575,30000,30
1010095783,Joy's ABC and Spelling - iOS Book,Mobile Games,Games,USD,2014,5000,2014,99,Failed,7,US,99,99,5000,30
1010099263,Craze Maze - An iOS game,Video Games,Games,USD,2012,15000,2012,51,Failed,2,US,51,51,15000,30
1010110715,Consume - Stickers and Pins,Mixed Media,Art,USD,2016,200,2016,20,Cancelled,2,US,0,20,200,27
1010123464,The World's first App to drop music and get discovered!,Electronic Music,Music,EUR,2016,12000,2016,50,Cancelled,3,NL,57,56,13385,30
1010155603,EL EVENTO: La historia de AWF (Artist Wrestling Federation),Documentary,Film & Video,USD,2012,15000,2012,832,Failed,28,US,832,832,15000,35
1010167148,Passengers,Shorts,Film & Video,USD,2012,1300,2012,75,Failed,2,US,75,75,1300,15
1010168979,3D MOVIE POSTERS!! (Canceled),Illustration,Art,USD,2013,1500,2013,254,Cancelled,5,US,254,254,1500,30
1010173138,"The SensClipper, the smarter nail clipper",Product Design,Design,EUR,2016,22000,2016,4098,Failed,228,NL,3047,4554,24449,30
1010174442,Journey to Jacmel: A Photo Project with Heart,Fine Art,Photography,USD,2014,3500,2014,3784,Successful,32,US,3784,3784,3500,34
1010178551,"Whole Women Win, Unleashing the Winner from Within",Nonfiction,Publishing,USD,2014,6000,2014,105,Failed,2,US,105,105,6000,30
1010186921,"Andy Warhol's 15 (Color Me, Warhol)",Performances,Dance,USD,2015,11891,2015,12425,Successful,291,US,12425,12425,11891,30
1010197744,Island Of Mull,Photography,Photography,GBP,2017,100,2017,150,Successful,8,GB,151,184,122,30
1010206281,FLEXHANGER: A new generation of hangers,Product Design,Design,USD,2016,17500,2016,18131,Successful,91,US,710,18131,17500,40
1010207468,Kenophania: How A Song Is Created (Interactive Experience),Audio,Journalism,GBP,2017,1,2017,699,Successful,89,GB,23,931,1,18
1010211667,Help Fund Anti_Theory Videos!,Music,Music,USD,2010,5000,2010,0,Failed,0,US,0,0,5000,45
1010232859,Be Kind. Be Happy. Share this sticker with friends.,Design,Design,USD,2016,120,2016,0,Cancelled,0,US,0,0,120,28
1010238204,Deathgate,Fiction,Publishing,USD,2011,800,2011,101,Failed,2,US,101,101,800,30
1010264989,Sam's Curious Quest,Children's Books,Publishing,USD,2016,30000,2016,0,Cancelled,0,US,0,0,30000,30
1010269194,I LEAVE HERE,Shorts,Film & Video,USD,2011,200000,2011,6095,Failed,90,US,6095,6095,200000,91
1010274488,Epic journeys of a scientific fantasy adventurer - eBook,Fiction,Publishing,CAD,2014,11250,2014,12801,Successful,160,CA,11744,11837,10403,36
1010293569,Help open Bud’s,Animation,Film & Video,USD,2017,3500,2016,35,Failed,1,US,0,35,3500,30
1010298631,Seven Sisters,Tabletop Games,Games,USD,2012,8000,2012,12000,Successful,179,US,12000,12000,8000,38
1010305368,Broken Glass - A Google Glass short film,Film & Video,Film & Video,GBP,2013,4000,2013,110,Failed,5,GB,170,168,6094,31
1010306548,David Dondero Golden Hits Volume 1 and This Guitar,Country & Folk,Music,USD,2013,12000,2013,12876,Successful,202,US,12876,12876,12000,40
1010309316,Venture Manchester - Parkour Hub,Design,Design,GBP,2014,3000,2014,60,Failed,3,GB,101,96,4810,60
1010315242,PlayMe : Alice in Wonderdice,Tabletop Games,Games,USD,2015,5000,2015,28399,Successful,544,US,28399,28399,5000,40
1010316470,Rosie Clothing Craft supplies,Fashion,Fashion,EUR,2016,2000,2016,1,Failed,1,BE,1,1,2244,30
1010319456,A Legal Voyage 'To the Lighthouse',Nonfiction,Publishing,USD,2011,3200,2011,3,Failed,1,US,3,3,3200,37
1010321356,Steal The Scenery's Shot At The Big Apple!!,Music,Music,USD,2011,4100,2011,41,Failed,2,US,41,41,4100,45
1010324680,End Online - The Novel,Fiction,Publishing,AUD,2015,5000,2015,116,Failed,7,AU,94,91,3928,30
1010333399,Will The Creature From Dell Pond press vinyl? You decide!,Rock,Music,USD,2012,547,2012,900,Successful,52,US,900,900,547,30
1010345980,HMESQUAD,Hip-Hop,Music,USD,2016,15000,2016,0,Failed,0,US,0,0,15000,29
1010348191,Lymph Candy Deodorant,DIY,Crafts,USD,2016,5000,2016,11459,Successful,368,US,1503,11459,5000,30
1010352561,Survival 101 - What you need to know for when the SHTF !,DIY,Crafts,GBP,2016,3000,2016,100,Failed,4,GB,33,132,3946,30
1010353202,Cord Cuffs! This is the name that will be industry standard!,Technology,Technology,USD,2016,100000,2016,391,Cancelled,28,US,391,391,100000,30
1010356524,Summer Lovin' Tanning Stencil Bikini by Infusion Swimwear,Fashion,Fashion,GBP,2015,4000,2015,432,Failed,5,GB,666,669,6195,30
1010358109,Justice For Fathers. A Gritty Northern Black Comedy Film.,Film & Video,Film & Video,GBP,2013,6000,2013,121,Failed,4,GB,189,196,9703,40
1010367581,The App of Holding,Tabletop Games,Games,USD,2017,110,2017,862,Successful,140,US,237,862,110,30
1010369479,Hands: The Story Of Work,Documentary,Film & Video,USD,2015,4000,2015,1,Failed,1,US,1,1,4000,45
1010378374,The Santa Series,People,Photography,USD,2016,500,2016,0,Failed,0,US,0,0,500,30
1010382203,New Music for You - Free Podcasts and Online Releases,Electronic Music,Music,EUR,2017,2800,2017,65,Failed,3,DE,0,76,3278,45
1010385330,A Better Tool for Best Prints,Photography,Photography,USD,2010,2000,2009,0,Failed,0,US,0,0,2000,83
1010393893,The Dart,Web,Journalism,USD,2017,4279,2017,5877,Successful,106,US,1685,5877,4279,30
1010413306,Custom Wood Bird Feeder Architecture Project,Architecture,Design,USD,2014,100,2014,5,Failed,1,US,5,5,100,30
1010416435,Publishing My First Novel: Couple Friends,Fiction,Publishing,USD,2012,4000,2012,4082,Successful,71,US,4082,4082,4000,31
1010418454,Convert Your iPhone4 into a Wearable Action Sports Video Cam,Product Design,Design,USD,2012,10000,2011,2023,Failed,38,US,2023,2023,10000,31
1010431770,Personalized street number and/or name plates,Woodworking,Crafts,USD,2015,1000,2015,20,Failed,1,US,20,20,1000,30
1010435183,TWIN TAILS of Mason Beach (A Chapter Book for Young Readers),Children's Books,Publishing,USD,2014,8000,2014,81,Cancelled,5,US,81,81,8000,43
1010440168,"Powerful, Simple, Elegant Jewelry for unique individuals",Jewelry,Fashion,AUD,2016,8000,2016,1,Cancelled,1,AU,1,1,5737,30
1010441842,Se Parte De Una Nueva Hazaña + Recibe algo Cool y Exclusivo! (video w/subtitles),World Music,Music,USD,2010,4300,2010,5238,Successful,76,US,5238,5238,4300,45
1010450782,Dino Run 2,Video Games,Games,USD,2013,175000,2013,83476,Failed,1794,US,83476,83476,175000,31
1010455121,The Pizza Grate,Food,Food,USD,2013,5000,2013,2914,Failed,33,US,2914,2914,5000,30
1010458159,RapidDisk (rxdsk): An Advanced Linux RAM Disk Module,Software,Technology,USD,2011,2500,2011,136,Failed,7,US,136,136,2500,91
1010470904,Skeleton Warriors Glyos Compatible Action Figures,Design,Design,USD,2014,45000,2014,50140,Successful,878,US,50140,50140,45000,22
1010485287,Driven By Hope: A true story of defying all odds,Nonfiction,Publishing,USD,2016,30000,2016,30230,Successful,167,US,30230,30230,30000,45
1010490795,Exodus,Video Games,Games,USD,2015,65000,2015,10038,Failed,5,US,10038,10038,65000,30
1010493504,Dole: A Documentary,Documentary,Film & Video,USD,2011,16000,2011,16159,Successful,136,US,16159,16159,16000,40
1010499354,Booze Books Chapter 2:  Sherlock Holmes & Edgar Allan Poe,Product Design,Design,USD,2015,7500,2015,16397,Successful,338,US,16397,16397,7500,23
